schedtime,carrier,dest,distance,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay
6.0,MQ,JFK,213,4760,DCA,0,6,31,Q,ontime
18.3,MQ,JFK,213,4784,DCA,0,6,31,Q,ontime
9.0,MQ,LGA,214,4956,DCA,0,6,31,Q,ontime
13.0,MQ,LGA,214,4964,DCA,0,6,31,Q,ontime
8.5,UA,LGA,229,846,IAD,0,6,31,A,ontime
7.0,US,LGA,214,2160,DCA,0,6,31,W,ontime
9.0,US,LGA,214,2164,DCA,0,6,31,W,ontime
11.0,US,LGA,214,2168,DCA,0,6,31,W,ontime
13.0,US,LGA,214,2172,DCA,0,6,31,W,ontime
15.0,US,LGA,214,2176,DCA,0,6,31,W,ontime
17.0,US,LGA,214,2180,DCA,0,6,31,W,ontime
19.0,US,LGA,214,2184,DCA,0,6,31,W,ontime
10.3,RU,EWR,169,2303,BWI,0,6,31,6,ontime
14.55,RU,EWR,169,2229,BWI,0,6,31,8,ontime
17.2,RU,EWR,169,3372,BWI,0,6,31,2,ontime
7.0,RU,EWR,169,2703,BWI,0,6,31,2,ontime
13.0,CO,EWR,199,808,DCA,0,6,31,1,ontime
8.4,DH,EWR,213,7299,IAD,0,6,31,R,ontime
17.1,DH,EWR,213,7302,IAD,0,6,31,R,ontime
12.45,DH,EWR,213,7303,IAD,0,6,31,R,ontime
21.2,DH,EWR,213,7304,IAD,0,6,31,R,ontime
15.0,RU,EWR,213,2156,IAD,0,6,31,0,ontime
9.3,RU,EWR,199,2582,DCA,0,6,31,7,ontime
7.0,RU,EWR,213,2855,IAD,0,6,31,8,ontime
6.45,RU,EWR,199,2761,DCA,0,6,31,5,ontime
17.0,RU,EWR,213,2497,IAD,0,6,31,6,ontime
16.0,RU,EWR,199,2361,DCA,0,6,31,2,ontime
13.59,RU,EWR,199,2216,DCA,0,6,31,1,ontime
17.3,RU,EWR,199,2097,DCA,0,6,31,4,ontime
